UniProt,median.K
Q5DTJ9,0.425
Q5DTX6,0.236125
Q5EBG6,0.197
Q5EBG8,0.319
Q5EG47,0.295
Q5F285,0.0609
Q5FW52,0.1204
Q5FW53,0.1677
Q5FWK3,0.1646
Q5GIG6,0.591388889
Q5H8C4,0.10575
Q5HZI1,2.766
Q5HZI9,0.114
Q5I043,0.9461
Q5I1X5,0.554
Q5IRJ6,0.1751875
Q5M8N4,0.04825
Q5ND29,0.204
Q5SRX1,0.3335
Q5SSK3,0.13975
Q5SSW2,0.19315
Q5SSZ5,0.2315
Q5SUC9,0.034
Q5SUF2,0.488666667
Q5SUR0,0.0856
Q5SVR0,0.3402
Q5SW19,0.29785
Q5SWT3,0.0647
Q5SWU9,0.3311
Q5SX40,0.1085
Q5U430,0.4838
Q5U458,0.076071429
Q5XJY4,0.0875
Q5XJY5,0.2805
Q5XKE0,0.074
Q5XPI3,0.734
Q60520,0.597666667
Q60590,0.509
Q60592,0.1625
Q60597,0.0909
Q60598,0.130666667
Q60605,0.1856
Q60631,0.3785
Q60634,0.1035
Q60649,0.409
Q60668,0.139625
Q60675,0.02595
Q60676,0.3607
Q60692,0.07685
Q60710,0.13915
Q60714,0.4003
Q60715,0.35935
Q60716,0.463142857
Q60737,0.376125
Q60739,0.1975
Q60749,0.2876
Q60759,0.03405
Q60766,0.063
Q60823,0.898
Q60847,0.083375
Q60854,0.09
Q60864,0.15305
Q60865,1.1774375
Q60866,0.0795
Q60870,0.07
Q60875,0.393214286
Q60902,0.22415
Q60930,0.047
Q60931,0.03865
Q60932,0.04325
Q60935,0.314
Q60936,0.1482
Q60960,0.35725
Q60973,0.378
Q60994,0.0856
Q60996,0.3212
Q61001,0.05985
Q61033,0.257333333
Q61035,0.44105
Q61074,0.44225
Q61081,0.31835
Q61102,0.06105
Q61129,0.81955
Q61133,0.10535
Q61147,0.47845
Q61151,0.3675
Q61160,0.1014
Q61166,0.28495
Q61171,0.09585
Q61187,0.519
Q61191,0.406142857
Q61206,0.2945
Q61207,0.3787
Q61210,0.1092
Q61211,0.2052
Q61214,0.24
Q61233,0.30815
Q61234,0.10775
Q61235,0.098388889
Q61239,0.166166667
Q61247,0.86365
Q61292,0.04835
Q61301,0.1872
Q61316,0.17715
Q61334,0.1325
Q61335,0.11025
Q61387,0.1766
Q61398,0.283625
Q61425,0.0232
Q61475,0.066
Q61543,0.965
Q61545,0.39785
Q61548,0.2065
Q61550,0.2362
Q61553,0.2825
Q61554,0.0526
Q61555,0.05
Q61576,0.395
Q61578,0.110166667
Q61581,0.6805
Q61584,0.7582
Q61586,0.227166667
Q61595,0.5467
Q61598,0.12145
Q61599,0.1659
Q61646,1.93155
Q61655,0.234944444
Q61656,0.50845
Q61686,0.2522
Q61699,0.2656
Q61702,0.41945
Q61703,0.4214
Q61704,0.6411
Q61730,0.598555556
Q61733,0.11225
Q61735,0.09775
Q61738,0.13145
Q61739,0.13265
Q61743,0.122666667
Q61749,0.219875
Q61768,0.24945
Q61792,0.122444444
Q61830,0.26705
Q61838,0.37305
Q61879,0.3212
Q61937,0.2320625
Q61941,0.0261
Q61990,0.21955
Q62000,0.08915
Q62009,0.2694
Q62048,0.23425
Q62059,0.134214286
Q62077,0.35225
Q62086,0.2285
Q62087,0.168
Q62093,0.13075
Q62147,0.1268
Q62165,0.121722222
Q62186,0.112
Q62188,0.2305
Q62219,0.11955
Q62234,0.0863
Q62261,0.14345
Q62318,0.79045
Q62348,0.255222222
Q62351,0.278666667
Q62376,0.129
Q62393,0.462
Q62407,0.097
Q62417,0.13195
Q62418,0.182611111
Q62422,0.167
Q62425,0.035
Q62426,0.128666667
Q62433,0.24225
Q62446,0.2463
Q62448,0.25975
Q62465,0.1813125
Q62523,0.21145
Q63810,0.483611111
Q63829,0.1465
Q63844,0.162833333
Q63850,0.239
Q63918,0.10505
Q63932,0.424388889
Q63961,1.065333333
Q64010,0.281083333
Q64012,0.227
Q64096,0.27425
Q64105,0.07795
Q64133,0.108666667
Q64152,0.2055
Q64191,0.321
Q64310,0.1187
Q64314,0.25575
Q64337,0.887
Q64378,0.3088
Q64433,0.0412
Q64442,0.09535
Q64444,0.224
Q64462,0.2978
Q64471,0.068071429
Q64511,0.36545
Q64514,0.15965
Q64516,0.0624
Q64520,0.1101
Q64521,0.06965
Q64669,0.082
Q64674,0.205
Q64726,0.985375
Q64727,0.06335
Q64735,0.085
Q64737,0.1389
Q65CL1,0.1346
Q66JZ4,0.509
Q66K08,0.063666667
Q68EF0,0.25945
Q68FD5,0.16405
Q68FH0,0.245
Q68FH4,0.129
Q68FL6,0.1769
Q69Z38,0.446
Q69Z99,0.305
Q69ZR2,0.2433
Q69ZS7,0.257416667
Q69ZW3,0.248166667
Q69ZX8,0.311333333
Q6A026,0.319285714
Q6A0A2,0.319
Q6A0A9,0.13275
Q6A4J8,0.1355
Q6DFW4,0.147
Q6GQT9,0.2128
Q6IR34,0.1365
Q6IRU2,0.3127
Q6IRU5,0.245357143
Q6NSR8,0.081
Q6NVE8,0.25275
Q6NVE9,0.0923
Q6NVF9,0.166333333
Q6NZC7,0.089
Q6NZJ6,0.3287
Q6P069,0.17165
Q6P1B1,0.3135
Q6P1F6,0.19125
Q6P2B1,0.182625
Q6P3A8,0.04235
Q6P3D0,0.237
Q6P4T2,0.1694
Q6P542,0.3135
Q6P549,0.235
Q6P5D8,0.767
Q6P5E4,0.1512
Q6P5F9,0.11895
Q6P5H2,0.3645
Q6P6L0,0.418
Q6P6M7,0.2705
Q6P8I4,0.228
Q6P8J7,0.04845
Q6P8M1,0.217
Q6P8X1,0.1887
Q6P9Q6,0.21
Q6P9R2,0.09885
Q6PA06,0.1847
Q6PAM1,0.516
Q6PAR5,0.204785714
