"","x"
"1858",5680
"1859",5681
"1860",5683
"1861",5684
"1862",5685
"1863",5686
"1864",5688
"1865",5689
"1866",5691
"1867",5695
"1868",5696
"1869",5697
"1870",5698
"1871",5702
"1872",5705
"1873",5768
"1874",5803
"1875",5927
"1876",5943
"1877",5950
"1878",6056
"1879",6061
"1880",6063
"1881",6086
"1882",6123
"1883",6141
"1884",6228
"1885",6317
"1886",6346
"1887",6407
"1888",6475
"1889",6544
"1890",6551
"1891",6570
"1892",6579
"1893",6662
"1894",6664
"1895",6671
"1896",6709
"1897",6765
"1898",6913
"1899",6928
"1900",6956
"1901",6958
"1902",6994
"1903",7019
"1904",7061
"1905",7138
"1906",7312
"1907",7350
"1908",7396
"1909",7425
"1910",7497
"1911",7549
"1912",7554
"1913",7556
"1914",7624
"1915",7625
"1916",7629
"1917",7630
"1918",7631
"1919",7632
"1920",7634
"1921",7636
"1922",7638
"1923",7639
"1924",7643
"1925",7644
"1926",7646
"1927",7647
"1928",7652
"1929",7655
"1930",7656
"1931",7659
"1932",7660
"1933",7661
"1934",7662
"1935",7663
"1936",7665
"1937",7669
"1938",7670
"1939",7671
"1940",7678
"1941",7683
"1942",7687
"1943",7694
"1944",7702
"1945",7703
"1946",7705
"1947",7708
"1948",7709
"1949",7710
"1950",7712
"1951",7729
"1952",7730
"1953",7736
"1954",7741
"1955",7748
"1956",7749
"1957",7753
"1958",7760
"1959",7768
"1960",7775
"1961",7776
"1962",7778
"1963",7780
"1964",7781
"1965",7784
"1966",7785
"1967",7786
"1968",7789
"1969",7790
"1970",7792
"1971",7795
"1972",7796
"1973",7798
"1974",7800
"1975",7807
"1976",7809
"1977",7810
"1978",7811
"1979",7817
"1980",7818
"1981",7820
"1982",7825
"1983",7826
"1984",7834
"1985",7841
"1986",7842
"1987",7843
"1988",7845
"1989",7847
"1990",7851
"1991",7854
"1992",7855
"1993",7861
"1994",7862
"1995",7864
"1996",7868
"1997",7872
"1998",7874
"1999",7876
"2000",7877
"2001",7878
"2002",7879
"2003",7886
"2004",7887
"2005",7890
"2006",7891
"2007",7893
"2008",7894
"2009",7895
"2010",7896
"2011",7901
"2012",7904
"2013",7905
"2014",7913
"2015",7917
"2016",7918
"2017",7919
"2018",7926
"2019",7928
"2020",7932
"2021",7937
"2022",7943
"2023",7948
"2024",7951
"2025",7952
"2026",7958
"2027",7959
"2028",7962
"2029",7963
"2030",7971
"2031",7972
"2032",7978
"2033",7985
"2034",7989
"2035",7991
"2036",7993
"2037",7998
"2038",8010
"2039",8011
"2040",8013
"2041",8020
"2042",8023
"2043",8024
"2044",8025
"2045",8026
"2046",8027
"2047",8029
"2048",8030
"2049",8031
"2050",8033
"2051",8035
"2052",8037
"2053",8040
"2054",8041
"2055",8043
"2056",8046
"2057",8047
"2058",8048
"2059",8050
"2060",8051
"2061",8052
"2062",8060
"2063",8069
"2064",8070
"2065",8071
"2066",8073
"2067",8074
"2068",8076
"2069",8078
"2070",8080
"2071",8083
"2072",8084
"2073",8085
"2074",8088
"2075",8092
"2076",8094
"2077",8096
"2078",8097
"2079",8099
"2080",8105
"2081",8109
"2082",8110
"2083",8111
"2084",8112
"2085",8113
"2086",8114
"2087",8115
"2088",8117
"2089",8118
"2090",8119
"2091",8120
"2092",8121
"2093",8122
"2094",8126
"2095",8128
"2096",8131
"2097",8132
"2098",8135
"2099",8137
"2100",8138
"2101",8139
"2102",8141
"2103",8143
"2104",8144
"2105",8147
"2106",8150
"2107",8153
"2108",8154
"2109",8156
"2110",8158
"2111",8159
"2112",8162
"2113",8163
"2114",8164
"2115",8167
"2116",8168
"2117",8172
"2118",8174
"2119",8175
"2120",8178
"2121",8179
"2122",8182
"2123",8192
"2124",8194
"2125",8197
"2126",8199
"2127",8201
"2128",8202
"2129",8203
"2130",8204
"2131",8205
"2132",8207
"2133",8209
"2134",8211
"2135",8214
"2136",8215
"2137",8217
"2138",8218
"2139",8220
"2140",8221
"2141",8223
"2142",8224
"2143",8225
"2144",8227
"2145",8233
"2146",8234
"2147",8235
"2148",8247
"2149",8254
"2150",8256
"2151",8259
"2152",8260
"2153",8262
"2154",8264
"2155",8269
"2156",8284
"2157",8288
"2158",8289
"2159",8290
"2160",8292
"2161",8296
"2162",8300
"2163",8304
"2164",8305
"2165",8310
"2166",8312
"2167",8317
"2168",8321
"2169",8324
"2170",8326
"2171",8328
"2172",8332
"2173",8336
"2174",8340
"2175",8341
"2176",8343
"2177",8348
"2178",8349
"2179",8351
"2180",8355
"2181",8356
"2182",8362
"2183",8366
"2184",8375
"2185",8376
"2186",8377
"2187",8378
"2188",8380
"2189",8381
"2190",8383
